lat;lon;validdate;t_2m:F;dew_point_002m:F;t_apparent:F;visibility:km;wind_speed_10m:mph;wind_gusts_10m_1h:mph;wind_dir_10m:d;prob_precip_1h:p;precip_1h:mm;tstorm_warning_1h:idx
32.61;-90.03;2023-07-09T06:00:00Z;75.3;72.3;80.5;22.9;3.9;14.0;168.5;1.0;0.00;0
32.61;-90.03;2023-07-09T07:00:00Z;74.4;72.3;80.1;21.0;3.7;11.3;180.1;1.0;0.00;0
32.61;-90.03;2023-07-09T08:00:00Z;74.4;72.6;80.0;20.3;4.4;13.3;189.1;1.0;0.00;0
32.61;-90.03;2023-07-09T09:00:00Z;74.4;72.8;80.0;21.3;5.3;14.5;175.2;2.4;0.09;0
32.61;-90.03;2023-07-09T10:00:00Z;74.3;73.0;80.4;18.7;4.0;14.5;180.6;1.0;0.00;0
32.61;-90.03;2023-07-09T11:00:00Z;74.3;73.2;80.4;15.5;4.2;14.8;199.3;1.0;0.00;0
32.61;-90.03;2023-07-09T12:00:00Z;74.9;72.8;81.4;6.8;7.4;19.4;223.1;1.0;0.00;0
32.61;-90.03;2023-07-09T13:00:00Z;76.7;73.3;85.2;11.0;9.2;20.7;227.7;1.0;0.00;0
32.61;-90.03;2023-07-09T14:00:00Z;77.7;73.9;88.8;14.1;10.0;20.7;236.6;1.0;0.00;0
32.61;-90.03;2023-07-09T15:00:00Z;80.1;74.8;93.7;17.8;8.6;19.1;254.4;1.0;0.00;0
32.61;-90.03;2023-07-09T16:00:00Z;83.6;75.4;98.6;28.9;7.8;18.1;253.0;1.0;0.00;0
32.61;-90.03;2023-07-09T17:00:00Z;85.5;76.6;101.7;30.8;6.9;14.3;238.9;1.0;0.00;0
32.61;-90.03;2023-07-09T18:00:00Z;86.9;77.2;103.1;30.7;7.5;11.1;218.2;1.0;0.00;0
32.61;-90.03;2023-07-09T19:00:00Z;87.8;76.1;100.3;31.7;7.2;10.9;250.8;1.0;0.00;0
32.61;-90.03;2023-07-09T20:00:00Z;86.8;74.5;95.8;6.9;8.7;12.7;253.2;10.8;0.28;0
32.61;-90.03;2023-07-09T21:00:00Z;83.2;74.0;90.8;23.8;4.8;12.7;262.4;17.4;0.47;0
32.61;-90.03;2023-07-09T22:00:00Z;80.3;74.0;86.9;9.5;5.7;10.1;140.7;17.2;0.55;0
32.61;-90.03;2023-07-09T23:00:00Z;79.3;73.9;85.8;9.0;5.4;7.8;153.0;5.4;0.13;0
32.61;-90.03;2023-07-10T00:00:00Z;78.5;74.1;84.3;20.6;6.7;11.9;187.6;1.0;0.00;0
32.61;-90.03;2023-07-10T01:00:00Z;78.0;74.0;83.1;23.4;4.2;11.9;206.3;1.0;0.00;0
32.61;-90.03;2023-07-10T02:00:00Z;76.7;73.9;82.2;22.6;4.2;10.6;171.4;1.0;0.00;0
32.61;-90.03;2023-07-10T03:00:00Z;76.2;74.1;81.6;21.6;6.3;14.4;167.7;1.0;0.00;0
32.61;-90.03;2023-07-10T04:00:00Z;76.1;74.3;81.2;22.0;8.8;20.9;182.5;1.0;0.00;0
32.61;-90.03;2023-07-10T05:00:00Z;76.0;74.2;81.1;22.0;9.0;23.4;189.7;1.0;0.00;0
32.61;-90.03;2023-07-10T06:00:00Z;76.0;74.1;81.1;19.0;8.8;26.9;199.2;1.0;0.00;0
32.61;-90.03;2023-07-10T07:00:00Z;74.7;73.5;79.9;2.8;8.6;26.9;253.4;95.0;9.33;1
32.61;-90.03;2023-07-10T08:00:00Z;74.0;72.6;78.9;8.6;9.4;30.0;251.0;69.6;2.22;0
32.61;-90.03;2023-07-10T09:00:00Z;74.2;73.1;79.3;9.6;9.0;30.0;243.1;4.0;0.06;0
32.61;-90.03;2023-07-10T10:00:00Z;74.6;73.3;79.6;11.4;10.0;25.2;243.6;1.0;0.00;0
32.61;-90.03;2023-07-10T11:00:00Z;74.0;72.5;78.6;12.5;11.2;23.7;257.5;1.0;0.00;0
32.61;-90.03;2023-07-10T12:00:00Z;73.8;72.2;79.2;10.6;9.3;23.7;257.3;3.7;0.06;0
32.61;-90.03;2023-07-10T13:00:00Z;74.2;72.2;80.3;8.7;10.0;20.4;267.0;6.3;0.11;0
32.61;-90.03;2023-07-10T14:00:00Z;75.1;72.4;82.3;7.5;8.6;18.5;283.8;13.7;0.27;0
32.61;-90.03;2023-07-10T15:00:00Z;76.8;72.9;87.6;13.5;8.6;16.5;298.9;9.0;0.21;0
32.61;-90.03;2023-07-10T16:00:00Z;80.6;72.9;94.5;17.4;9.4;16.5;294.7;2.9;0.06;0
32.61;-90.03;2023-07-10T17:00:00Z;83.1;72.5;99.1;14.9;8.5;15.3;295.1;2.8;0.15;0
32.61;-90.03;2023-07-10T18:00:00Z;85.5;72.3;103.0;12.8;8.2;13.0;302.1;2.2;0.10;0
32.61;-90.03;2023-07-10T19:00:00Z;87.0;72.0;103.7;13.5;7.5;12.4;305.4;2.2;0.08;0
32.61;-90.03;2023-07-10T20:00:00Z;87.5;71.6;102.7;22.7;7.6;11.3;310.5;1.0;0.00;0
32.61;-90.03;2023-07-10T21:00:00Z;88.0;71.2;100.7;31.6;7.4;11.2;315.9;1.0;0.00;0
32.61;-90.03;2023-07-10T22:00:00Z;87.6;70.9;97.3;34.2;7.1;11.0;325.8;1.0;0.00;0
32.61;-90.03;2023-07-10T23:00:00Z;86.4;71.0;93.2;34.6;6.6;10.6;329.9;1.0;0.00;0
32.61;-90.03;2023-07-11T00:00:00Z;84.4;72.2;89.0;32.8;5.3;10.0;341.8;1.0;0.00;0
32.61;-90.03;2023-07-11T01:00:00Z;81.3;72.3;84.4;30.7;4.8;10.5;9.3;1.0;0.00;0
32.61;-90.03;2023-07-11T02:00:00Z;79.4;72.2;82.8;30.7;5.0;11.2;22.3;1.0;0.00;0
32.61;-90.03;2023-07-11T03:00:00Z;77.8;72.3;82.0;28.9;4.3;11.2;31.1;1.0;0.00;0
32.61;-90.03;2023-07-11T04:00:00Z;76.6;72.7;81.4;26.1;4.4;10.6;45.7;1.0;0.00;0
32.61;-90.03;2023-07-11T05:00:00Z;75.6;72.6;80.8;25.0;4.0;10.3;50.4;1.0;0.00;0
32.61;-90.03;2023-07-11T06:00:00Z;73.4;71.8;79.0;23.5;4.4;9.8;51.7;1.0;0.00;0
32.61;-90.03;2023-07-11T07:00:00Z;73.4;71.9;79.4;19.4;3.5;6.7;60.6;1.0;0.00;0
32.61;-90.03;2023-07-11T08:00:00Z;73.5;72.0;79.8;15.4;2.6;5.1;100.0;1.0;0.00;0
32.61;-90.03;2023-07-11T09:00:00Z;73.5;72.1;80.4;11.4;1.6;4.0;184.7;1.0;0.00;0
32.61;-90.03;2023-07-11T10:00:00Z;73.2;72.1;80.3;7.6;1.5;2.9;197.7;1.0;0.00;0
32.61;-90.03;2023-07-11T11:00:00Z;72.9;72.1;80.2;3.9;1.4;2.9;318.2;1.0;0.00;0
32.61;-90.03;2023-07-11T12:00:00Z;72.5;72.1;81.8;0.1;1.4;3.7;344.4;1.0;0.00;0
32.61;-90.03;2023-07-11T13:00:00Z;76.3;71.8;86.5;11.1;1.9;3.9;329.3;1.0;0.00;0
32.61;-90.03;2023-07-11T14:00:00Z;80.0;71.5;92.0;22.0;2.5;4.5;321.0;1.0;0.00;0
32.61;-90.03;2023-07-11T15:00:00Z;83.7;71.2;97.8;33.0;3.0;5.0;315.9;1.0;0.00;0
32.61;-90.03;2023-07-11T16:00:00Z;85.4;70.3;101.6;34.1;2.9;5.0;314.0;1.0;0.00;0
32.61;-90.03;2023-07-11T17:00:00Z;87.0;69.3;104.4;35.1;2.8;4.6;311.9;1.0;0.00;0
32.61;-90.03;2023-07-11T18:00:00Z;88.7;68.4;106.1;36.2;2.7;4.3;309.6;1.0;0.00;0
32.61;-90.03;2023-07-11T19:00:00Z;89.4;68.1;106.3;36.3;2.5;4.2;307.4;1.0;0.00;0
32.61;-90.03;2023-07-11T20:00:00Z;90.2;67.8;105.3;36.3;2.3;3.9;304.7;1.0;0.00;0
32.61;-90.03;2023-07-11T21:00:00Z;91.0;67.5;103.4;36.4;2.2;3.7;301.7;1.0;0.00;0
32.61;-90.03;2023-07-11T22:00:00Z;89.9;69.0;99.8;36.3;2.0;3.5;320.9;1.0;0.00;0
32.61;-90.03;2023-07-11T23:00:00Z;88.9;70.5;95.8;36.2;1.8;3.4;351.2;1.0;0.00;0
32.61;-90.03;2023-07-12T00:00:00Z;87.8;72.0;92.0;36.1;1.6;3.7;21.3;1.0;0.00;0
32.61;-90.03;2023-07-12T01:00:00Z;84.6;70.5;86.4;35.0;2.5;5.9;32.2;1.0;0.00;0
32.61;-90.03;2023-07-12T02:00:00Z;81.4;69.0;83.2;33.9;3.3;8.1;37.6;1.0;0.00;0
32.61;-90.03;2023-07-12T03:00:00Z;78.2;67.6;80.1;32.8;4.1;10.2;40.8;1.0;0.00;0
32.61;-90.03;2023-07-12T04:00:00Z;77.1;67.4;79.2;32.1;4.3;10.2;61.7;1.0;0.00;0
32.61;-90.03;2023-07-12T05:00:00Z;76.0;67.3;78.3;31.4;4.4;9.9;83.5;1.0;0.00;0
32.61;-90.03;2023-07-12T06:00:00Z;74.9;67.2;77.5;30.7;4.6;9.5;101.2;1.0;0.00;0
32.61;-90.03;2023-07-12T07:00:00Z;74.1;68.0;77.5;29.4;4.3;9.1;117.5;1.0;0.00;0
32.61;-90.03;2023-07-12T08:00:00Z;73.3;68.8;77.5;28.2;4.0;8.4;139.3;1.0;0.00;0
32.61;-90.03;2023-07-12T09:00:00Z;72.6;69.6;77.5;26.9;3.7;7.6;161.9;1.0;0.00;0
32.61;-90.03;2023-07-12T10:00:00Z;73.9;70.4;78.6;26.7;4.0;7.8;164.7;1.0;0.00;0
32.61;-90.03;2023-07-12T11:00:00Z;75.1;71.1;79.7;26.6;4.3;8.6;167.1;1.0;0.00;0
32.61;-90.03;2023-07-12T12:00:00Z;76.4;71.8;82.8;26.4;4.5;9.5;169.3;1.0;0.00;0
32.61;-90.03;2023-07-12T13:00:00Z;79.4;73.8;89.1;27.8;4.8;10.2;195.0;1.0;0.00;0
32.61;-90.03;2023-07-12T14:00:00Z;82.4;75.7;95.4;29.3;5.0;10.9;223.4;1.0;0.00;0
32.61;-90.03;2023-07-12T15:00:00Z;85.4;77.6;101.3;30.7;5.2;11.7;243.9;1.0;0.00;0
32.61;-90.03;2023-07-12T16:00:00Z;87.0;77.8;104.8;31.4;5.7;11.7;242.5;1.0;0.19;0
32.61;-90.03;2023-07-12T17:00:00Z;88.6;77.9;107.2;32.1;6.2;11.2;241.2;2.5;0.19;0
32.61;-90.03;2023-07-12T18:00:00Z;90.2;78.1;108.5;32.8;6.6;10.3;240.2;3.1;0.19;0
32.61;-90.03;2023-07-12T19:00:00Z;90.6;77.9;107.8;32.9;5.9;9.4;232.3;2.8;0.11;0
32.61;-90.03;2023-07-12T20:00:00Z;91.1;77.8;106.5;33.0;5.2;8.4;221.7;3.4;0.11;0
32.61;-90.03;2023-07-12T21:00:00Z;91.5;77.6;104.5;33.0;4.5;7.2;208.1;4.0;0.11;0
32.61;-90.03;2023-07-12T22:00:00Z;89.5;77.7;100.4;32.1;4.0;6.3;206.8;6.0;0.19;0
32.61;-90.03;2023-07-12T23:00:00Z;87.6;77.8;96.1;31.3;3.5;6.1;205.1;6.1;0.19;0
32.61;-90.03;2023-07-13T00:00:00Z;85.6;78.0;92.1;30.4;3.0;5.9;203.0;6.3;0.19;0
32.61;-90.03;2023-07-13T01:00:00Z;83.6;78.0;88.8;27.4;3.0;6.3;183.8;1.0;0.00;0
32.61;-90.03;2023-07-13T02:00:00Z;81.5;78.0;87.5;24.5;3.0;7.1;161.3;1.0;0.00;0
32.61;-90.03;2023-07-13T03:00:00Z;79.4;78.0;86.3;21.5;3.0;7.8;141.3;1.0;0.00;0
32.61;-90.03;2023-07-13T04:00:00Z;79.7;77.8;86.0;21.9;4.8;11.9;171.4;1.0;0.00;0
32.61;-90.03;2023-07-13T05:00:00Z;79.9;77.6;85.8;22.4;6.6;15.4;185.1;1.0;0.00;0
32.61;-90.03;2023-07-13T06:00:00Z;80.2;77.4;85.6;22.8;8.4;18.1;192.1;1.0;0.00;0
32.61;-90.03;2023-07-13T07:00:00Z;79.8;76.9;85.2;23.5;7.7;19.7;200.8;1.0;0.00;0
32.61;-90.03;2023-07-13T08:00:00Z;79.4;76.5;84.8;24.2;7.1;21.3;211.4;1.0;0.00;0
32.61;-90.03;2023-07-13T09:00:00Z;79.1;76.0;84.4;24.9;6.5;22.8;223.7;1.0;0.00;0
32.61;-90.03;2023-07-13T10:00:00Z;79.0;75.9;84.2;24.9;7.1;23.5;225.9;1.0;0.00;0
32.61;-90.03;2023-07-13T11:00:00Z;79.0;75.8;84.1;24.9;7.7;24.1;227.8;1.0;0.00;0
32.61;-90.03;2023-07-13T12:00:00Z;79.0;75.8;85.9;24.9;8.3;24.8;229.3;1.0;0.00;0
32.61;-90.03;2023-07-13T13:00:00Z;81.0;76.2;90.9;26.9;8.0;24.8;231.9;1.0;0.00;0
32.61;-90.03;2023-07-13T14:00:00Z;83.0;76.6;96.0;28.8;7.8;22.1;234.7;1.0;0.00;0
32.61;-90.03;2023-07-13T15:00:00Z;85.1;77.1;100.9;30.8;7.5;19.4;237.6;1.0;0.00;0
32.61;-90.03;2023-07-13T16:00:00Z;87.0;76.8;104.8;31.8;6.8;16.8;235.8;1.0;0.00;0
32.61;-90.03;2023-07-13T17:00:00Z;88.9;76.5;107.6;32.8;6.0;13.7;233.6;1.0;0.00;0
32.61;-90.03;2023-07-13T18:00:00Z;90.9;76.2;109.1;33.8;5.2;10.5;230.8;1.0;0.00;0
32.61;-90.03;2023-07-13T19:00:00Z;91.3;75.8;108.5;34.0;4.6;7.3;227.0;1.0;0.00;0
32.61;-90.03;2023-07-13T20:00:00Z;91.8;75.4;107.2;34.3;4.1;6.5;222.0;1.0;0.00;0
32.61;-90.03;2023-07-13T21:00:00Z;92.3;74.9;105.5;34.6;3.5;5.8;215.5;1.0;0.00;0
32.61;-90.03;2023-07-13T22:00:00Z;91.5;75.4;102.2;34.6;3.4;5.4;203.9;1.0;0.00;0
32.61;-90.03;2023-07-13T23:00:00Z;90.7;75.8;98.3;34.6;3.3;6.1;191.0;1.0;0.00;0
32.61;-90.03;2023-07-14T00:00:00Z;89.9;76.3;94.6;34.6;3.2;6.9;177.9;1.0;0.00;0
32.61;-90.03;2023-07-14T01:00:00Z;87.5;76.7;90.9;32.8;3.4;7.2;169.4;1.0;0.00;0
32.61;-90.03;2023-07-14T02:00:00Z;85.1;77.1;89.3;31.0;3.6;7.9;161.6;1.0;0.00;0
32.61;-90.03;2023-07-14T03:00:00Z;82.8;77.5;87.9;29.1;3.8;8.8;154.7;1.0;0.00;0
32.61;-90.03;2023-07-14T04:00:00Z;82.3;77.0;87.2;28.6;5.0;12.4;176.1;1.0;0.00;0
32.61;-90.03;2023-07-14T05:00:00Z;81.9;76.5;86.5;28.0;6.2;15.7;189.6;1.0;0.00;0
32.61;-90.03;2023-07-14T06:00:00Z;81.5;76.0;85.8;27.4;7.4;18.5;198.0;1.0;0.00;0
32.61;-90.03;2023-07-14T07:00:00Z;80.8;75.2;85.0;27.4;7.7;20.1;211.2;1.0;0.00;0
32.61;-90.03;2023-07-14T08:00:00Z;80.2;74.5;84.2;27.4;8.0;21.8;224.1;1.0;0.00;0
32.61;-90.03;2023-07-14T09:00:00Z;79.5;73.8;83.3;27.4;8.2;23.4;235.5;1.0;0.00;0
32.61;-90.03;2023-07-14T10:00:00Z;79.4;73.8;83.3;27.4;7.8;23.4;235.6;1.0;0.00;0
32.61;-90.03;2023-07-14T11:00:00Z;79.2;73.8;83.2;27.4;7.4;23.2;235.6;1.0;0.00;0
32.61;-90.03;2023-07-14T12:00:00Z;79.1;73.8;85.0;27.5;6.9;23.0;235.7;1.0;0.00;0
32.61;-90.03;2023-07-14T13:00:00Z;81.1;74.5;90.0;28.6;6.9;22.9;233.3;1.0;0.00;0
32.61;-90.03;2023-07-14T14:00:00Z;83.2;75.2;95.1;29.7;6.9;21.1;230.9;1.0;0.00;0
32.61;-90.03;2023-07-14T15:00:00Z;85.2;75.8;100.2;30.8;6.9;19.4;228.5;1.0;0.00;0
32.61;-90.03;2023-07-14T16:00:00Z;87.4;76.3;104.7;31.7;6.8;17.7;232.5;1.0;0.00;0
32.61;-90.03;2023-07-14T17:00:00Z;89.5;76.9;108.1;32.5;6.7;14.9;236.7;1.0;0.00;0
32.61;-90.03;2023-07-14T18:00:00Z;91.7;77.4;110.3;33.4;6.6;12.2;241.1;1.0;0.00;0
32.61;-90.03;2023-07-14T19:00:00Z;91.5;77.5;109.4;31.4;5.8;9.6;229.6;4.5;0.37;1
32.61;-90.03;2023-07-14T20:00:00Z;91.2;77.7;107.6;29.4;5.0;9.0;212.8;6.9;0.37;1
32.61;-90.03;2023-07-14T21:00:00Z;91.0;77.8;105.0;27.4;4.2;8.3;191.3;9.1;0.37;1
32.61;-90.03;2023-07-14T22:00:00Z;90.7;78.0;101.9;29.3;3.7;7.5;202.4;1.0;0.00;0
32.61;-90.03;2023-07-14T23:00:00Z;90.4;78.1;98.5;31.3;3.1;6.8;219.1;1.0;0.00;0
32.61;-90.03;2023-07-15T00:00:00Z;90.1;78.3;95.5;33.2;2.6;6.1;241.6;1.0;0.00;0
32.61;-90.03;2023-07-15T01:00:00Z;88.0;77.9;91.8;30.7;2.6;5.7;231.0;13.3;1.03;1
32.61;-90.03;2023-07-15T02:00:00Z;85.8;77.5;90.0;28.1;2.6;5.4;212.2;11.5;1.03;1
32.61;-90.03;2023-07-15T03:00:00Z;83.7;77.1;88.4;25.5;2.6;5.5;181.7;9.7;1.03;1
32.61;-90.03;2023-07-15T04:00:00Z;81.5;76.7;86.9;23.0;2.6;5.6;150.7;7.8;1.03;1
32.61;-90.03;2023-07-15T05:00:00Z;79.4;76.3;85.5;20.4;2.5;5.6;131.2;5.9;1.03;1
32.61;-90.03;2023-07-15T06:00:00Z;77.2;75.9;84.1;17.9;2.5;5.7;120.2;4.0;1.03;0
32.61;-90.03;2023-07-15T07:00:00Z;77.5;75.9;83.9;19.1;3.3;8.1;151.3;1.0;0.00;0
32.61;-90.03;2023-07-15T08:00:00Z;77.7;75.8;83.9;20.2;4.1;10.6;180.5;1.0;0.00;0
32.61;-90.03;2023-07-15T09:00:00Z;78.0;75.7;83.8;21.4;4.8;13.3;198.4;1.0;0.00;0
32.61;-90.03;2023-07-15T10:00:00Z;78.3;75.7;83.8;22.6;5.6;16.1;208.7;1.0;0.00;0
32.61;-90.03;2023-07-15T11:00:00Z;78.6;75.6;83.8;23.7;6.3;17.9;214.9;1.0;0.00;0
32.61;-90.03;2023-07-15T12:00:00Z;78.8;75.5;85.7;24.9;7.1;19.7;219.0;1.0;0.00;0
32.61;-90.03;2023-07-15T13:00:00Z;80.3;75.8;90.3;24.6;7.2;19.7;230.9;4.3;0.45;1
32.61;-90.03;2023-07-15T14:00:00Z;81.8;76.1;94.9;24.4;7.4;18.1;245.2;7.3;0.45;1
32.61;-90.03;2023-07-15T15:00:00Z;83.3;76.4;99.0;24.1;7.6;16.6;260.4;9.9;0.45;1
32.61;-90.03;2023-07-15T16:00:00Z;84.8;76.7;101.6;23.8;7.7;15.1;274.7;12.2;0.45;1
32.61;-90.03;2023-07-15T17:00:00Z;86.3;77.0;103.2;23.6;7.9;13.6;286.6;14.2;0.45;1
32.61;-90.03;2023-07-15T18:00:00Z;87.8;77.3;103.8;23.3;8.1;12.1;295.9;15.9;0.45;1
32.61;-90.03;2023-07-15T19:00:00Z;87.3;77.5;102.1;24.2;7.3;10.6;290.9;26.6;0.81;1
32.61;-90.03;2023-07-15T20:00:00Z;86.7;77.7;99.7;25.2;6.6;10.3;283.4;25.2;0.81;1
32.61;-90.03;2023-07-15T21:00:00Z;86.2;77.9;97.1;26.1;5.8;9.9;271.5;23.9;0.81;1
32.61;-90.03;2023-07-15T22:00:00Z;85.6;78.0;95.7;27.0;5.0;9.5;252.4;22.5;0.81;1
32.61;-90.03;2023-07-15T23:00:00Z;85.1;78.2;93.6;28.0;4.3;8.9;226.0;21.3;0.81;1
32.61;-90.03;2023-07-16T00:00:00Z;84.6;78.4;91.3;28.9;3.5;8.0;200.6;20.1;0.81;1
32.61;-90.03;2023-07-16T01:00:00Z;83.7;78.2;88.8;27.8;4.0;8.1;191.4;1.0;0.00;0
32.61;-90.03;2023-07-16T02:00:00Z;82.8;77.9;88.0;26.7;4.6;9.2;183.9;1.0;0.00;0
32.61;-90.03;2023-07-16T03:00:00Z;81.9;77.7;87.2;25.5;5.1;10.3;178.0;1.0;0.00;0
32.61;-90.03;2023-07-16T04:00:00Z;81.0;77.5;86.5;24.4;5.6;11.3;173.2;1.0;0.00;0
32.61;-90.03;2023-07-16T05:00:00Z;80.1;77.2;85.7;23.3;6.1;12.1;169.3;1.0;0.00;0
32.61;-90.03;2023-07-16T06:00:00Z;79.2;77.0;85.0;22.2;6.6;13.3;166.1;1.0;0.00;0
32.61;-90.03;2023-07-16T07:00:00Z;79.2;76.6;84.8;23.0;6.8;14.9;176.1;1.0;0.00;0
32.61;-90.03;2023-07-16T08:00:00Z;79.3;76.2;84.6;23.9;7.0;17.1;186.9;1.0;0.00;0
32.61;-90.03;2023-07-16T09:00:00Z;79.3;75.8;84.3;24.8;7.2;19.2;197.6;1.0;0.00;0
32.61;-90.03;2023-07-16T10:00:00Z;79.4;75.4;84.1;25.6;7.4;21.4;207.6;1.0;0.00;0
32.61;-90.03;2023-07-16T11:00:00Z;79.4;75.0;83.9;26.5;7.6;23.5;216.5;1.0;0.00;0
32.61;-90.03;2023-07-16T12:00:00Z;79.4;74.6;85.2;27.4;7.8;25.7;224.1;1.0;0.00;0
32.61;-90.03;2023-07-16T13:00:00Z;79.5;74.8;88.0;23.8;8.0;25.7;220.3;5.6;1.08;1
32.61;-90.03;2023-07-16T14:00:00Z;79.5;75.1;90.4;20.2;8.3;24.4;216.7;9.7;1.08;1
32.61;-90.03;2023-07-16T15:00:00Z;79.6;75.3;92.1;16.5;8.6;23.2;213.3;13.8;1.08;1
32.61;-90.03;2023-07-16T16:00:00Z;79.7;75.6;93.8;12.9;8.8;22.0;210.1;18.0;1.08;1
32.61;-90.03;2023-07-16T17:00:00Z;79.7;75.8;94.9;9.3;9.1;20.8;207.1;22.1;1.08;1
32.61;-90.03;2023-07-16T18:00:00Z;79.8;76.1;95.4;5.7;9.4;19.6;204.4;26.3;1.08;1
32.61;-90.03;2023-07-16T19:00:00Z;80.9;76.5;96.0;9.9;9.0;18.4;202.9;1.0;0.00;0
32.61;-90.03;2023-07-16T20:00:00Z;82.0;76.9;96.0;14.1;8.6;18.1;201.3;1.0;0.00;0
32.61;-90.03;2023-07-16T21:00:00Z;83.1;77.3;95.4;18.2;8.2;17.8;199.6;1.0;0.00;0
32.61;-90.03;2023-07-16T22:00:00Z;84.2;77.7;94.9;22.4;7.8;17.5;197.6;1.0;0.00;0
32.61;-90.03;2023-07-16T23:00:00Z;85.3;78.1;93.7;26.5;7.4;17.2;195.5;1.0;0.00;0
32.61;-90.03;2023-07-17T00:00:00Z;86.4;78.5;92.4;30.7;7.1;16.8;193.2;1.0;0.00;0
32.61;-90.03;2023-07-17T01:00:00Z;85.4;77.8;89.6;30.7;6.8;17.6;193.5;1.0;0.00;0
32.61;-90.03;2023-07-17T02:00:00Z;84.4;77.1;88.5;30.7;6.5;18.6;194.0;1.0;0.00;0
32.61;-90.03;2023-07-17T03:00:00Z;83.4;76.4;87.5;30.6;6.3;19.6;194.4;1.0;0.00;0
32.61;-90.03;2023-07-17T04:00:00Z;82.4;75.7;86.5;30.6;6.0;20.6;194.9;1.0;0.00;0
32.61;-90.03;2023-07-17T05:00:00Z;81.4;75.0;85.5;30.6;5.7;21.6;195.5;1.0;0.00;0
32.61;-90.03;2023-07-17T06:00:00Z;80.4;74.4;84.6;30.6;5.5;22.1;196.1;1.0;0.00;0
32.61;-90.03;2023-07-17T07:00:00Z;80.0;74.3;84.1;29.6;6.4;24.0;206.6;16.5;1.74;1
32.61;-90.03;2023-07-17T08:00:00Z;79.6;74.3;83.7;28.7;7.4;25.4;214.8;13.6;1.74;1
32.61;-90.03;2023-07-17T09:00:00Z;79.2;74.3;83.3;27.7;8.4;26.8;221.1;10.5;1.74;1
32.61;-90.03;2023-07-17T10:00:00Z;78.8;74.3;82.9;26.8;9.4;28.2;225.9;7.4;1.74;1
32.61;-90.03;2023-07-17T11:00:00Z;78.4;74.3;82.5;25.8;10.3;29.6;229.8;4.2;1.74;1
32.61;-90.03;2023-07-17T12:00:00Z;77.9;74.2;83.9;24.9;11.3;31.0;232.8;1.0;1.74;1
32.61;-90.03;2023-07-17T13:00:00Z;79.2;74.6;88.3;23.7;11.1;31.0;235.6;3.2;0.50;1
32.61;-90.03;2023-07-17T14:00:00Z;80.5;74.9;92.6;22.6;10.8;28.8;238.4;5.4;0.50;1
32.61;-90.03;2023-07-17T15:00:00Z;81.8;75.3;96.4;21.4;10.6;26.7;241.5;7.5;0.50;1
32.61;-90.03;2023-07-17T16:00:00Z;83.1;75.6;98.8;20.3;10.3;24.6;244.6;9.6;0.50;1
32.61;-90.03;2023-07-17T17:00:00Z;84.4;76.0;100.1;19.1;10.1;22.5;247.9;11.6;0.50;1
32.61;-90.03;2023-07-17T18:00:00Z;85.7;76.3;100.6;18.0;9.9;20.4;251.4;13.6;0.50;1
32.61;-90.03;2023-07-17T19:00:00Z;85.3;76.5;98.9;19.6;9.2;19.2;245.5;3.8;0.11;0
32.61;-90.03;2023-07-17T20:00:00Z;84.8;76.8;96.8;21.2;8.6;18.8;238.0;3.7;0.11;0
32.61;-90.03;2023-07-17T21:00:00Z;84.4;77.0;94.4;22.8;7.9;18.5;228.4;3.7;0.11;0
32.61;-90.03;2023-07-17T22:00:00Z;84.0;77.2;93.3;24.4;7.3;18.0;216.6;3.7;0.11;0
32.61;-90.03;2023-07-17T23:00:00Z;83.6;77.4;91.5;26.0;6.7;17.5;202.9;3.7;0.11;0
32.61;-90.03;2023-07-18T00:00:00Z;83.2;77.6;89.5;27.6;6.0;17.1;188.7;3.7;0.11;0
32.61;-90.03;2023-07-18T01:00:00Z;82.3;77.2;87.2;26.8;6.1;17.4;189.2;1.0;0.00;0
32.61;-90.03;2023-07-18T02:00:00Z;81.5;76.9;86.4;26.0;6.2;18.2;189.6;1.0;0.00;0
32.61;-90.03;2023-07-18T03:00:00Z;80.7;76.5;85.7;25.3;6.3;19.1;190.0;1.0;0.00;0
32.61;-90.03;2023-07-18T04:00:00Z;79.8;76.2;85.0;24.5;6.4;19.9;190.4;1.0;0.00;0
32.61;-90.03;2023-07-18T05:00:00Z;79.0;75.8;84.2;23.7;6.5;20.8;190.8;1.0;0.00;0
32.61;-90.03;2023-07-18T06:00:00Z;78.2;75.4;83.5;22.9;6.6;21.7;191.2;1.0;0.00;0
32.36;-89.47;2023-07-09T06:00:00Z;72.6;71.7;78.3;15.1;5.1;15.4;185.2;1.0;0.00;0
32.36;-89.47;2023-07-09T07:00:00Z;72.4;71.3;78.5;15.3;3.5;15.4;172.2;1.0;0.00;0
32.36;-89.47;2023-07-09T08:00:00Z;72.3;71.4;78.2;15.2;4.4;14.9;186.2;1.0;0.02;0
32.36;-89.47;2023-07-09T09:00:00Z;72.2;71.3;77.9;15.6;5.1;17.3;192.7;1.0;0.00;0
32.36;-89.47;2023-07-09T10:00:00Z;72.2;71.3;77.9;15.5;5.3;18.7;202.0;1.0;0.00;0
32.36;-89.47;2023-07-09T11:00:00Z;72.2;71.4;77.9;15.7;5.2;19.2;219.3;1.0;0.00;0
